"rank","year","artist","first_artist","track_billboard","track_spotify","track_number","disc_number","album_name","album_type","artist_id","track_id","album_release_date","album_release_year","duration_ms","danceability","energy","key","key_name","key_mode","mode","mode_name","time_signature","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","lyrics"
"13","2015","chris young","chris young","im comin over","im comin over",2,1,"I'm Comin' Over","album","4BYxqVkZyFjtik7crYLg5Q","0H04yVa3DJxoXbLBpAb7iV","2015-11-13",2015,197280,0.575,0.845,10,"A#","A# major",1,"major",4,-3.838,0.035,0.0282,0,0.0814,0.376,127.997,"we say goodbye see you around we turn our backs then turn back around we break up we make up and we make love we can't seem to let go girl so i'm comin' over runnin' every red light to hell with the closure save it for another time try not to think about you but it ain't workin'why put out a fire when it's still burnin'just when i think movin' on is gettin' closer i'm comin' over i'm all alone, but you're on my phone tellin' me you miss me and that you're at home who knows what we are in the mornin' all i know is i want you so i'm comin' over runnin' every red light to hell with the closure save it for another time try not to think about you but it ain't workin'why put out a fire when it's still burnin' just when i think movin' on is gettin' closer i'm comin' over ooh, i'm comin' over yeah we said that we're done and i know that it's late but you already know, i'm on my way i'm comin' over runnin' every red light to hell with the closure save it for another time try not to think about you but it ain't workin' why put out a fire that's burnin'i'm comin' over runnin' every red light to hell with the closure save it for another time try not to think about you but it ain't workin'why put out a fire when it's still burnin' just when i think movin' on is gettin' closer i'm comin' over i'm comin' over"
"13","2016","jason aldean","jason aldean","lights come on","lights come on",1,1,"Lights Come On","single","3FfvYsEGaIb52QPXhg4DcH","6Ht0jmVjADlcC1YBw463ZN","2016-04-01",2016,194253,0.563,0.855,6,"F#","F# minor",0,"minor",4,-3.715,0.0727,0.0594,0,0.123,0.906,160.113,"you're a crack of dawn, monday morning, coffee strong poured everything you got into a paycheck friday night you're a powerstroke diesel, backhoe riding king of beers, 18-wheeler driving, living life in between the lines of clocking in and quitting time but then the six string circus comes to town we hang them speakers over the crowd when the lights come on, everybody's screaming lighters in the sky, yeah, everybody's singing every word to every song to the girl they're taking home tonight when the lights come on, everybody's feeling a hallelujah high from the floor to the ceiling yeah, the drink that we're drinking, the smoke that we're smoking the party we throw, it's going all night long when the lights come on when the lights come on you're a little shy thing with a wild side on a night like this, you just can't hide 'cause it's time to live it up so come on and raise your cup if we're talking 'bout memories, yeah, we're gonna make 'em talking 'bout rules, you know we're gonna break 'em when the lights come on, everybody's screaming lighters in the sky, yeah, everybody's singing every word to every song to the girl they're taking home tonight when the lights come on, everybody's feeling a hallelujah high from the floor to the ceiling yeah, the drink that we're drinking, the smoke that we're smoking the party we throw, it's going all night long when the lights come on when the lights come on yeah, we all the same 'cause we thinking the same thing (yeah, we all the same 'cause we thinking the same thing) we on the same page 'cause we sipping the same drink (we on the same page 'cause we sipping the same drink) here's a little something to thank y'all for showing up aldean and the boys about to blow it up, haha when the lights come on, and everybody's screaming lighters in the sky, yeah, everybody's singing every word to every song to the girl they're taking home tonight when the lights come on, everybody's feeling a hallelujah high from the floor to the ceiling yeah, the drink that we're drinking, the smoke that we're smoking the party we throw, it's going all night long when the lights come on when the lights come on your boy's blowing it up it's going all night long when the lights come on"
"13","2017","keith urban","keith urban","blue aint your color","blue aint your color",7,1,"Ripcord (Australian Tour Edition)","album","0u2FHSq3ln94y5Q57xazwf","6ZOPiKQeibCn7fP8dncucL","2015-05-06",2015,230600,0.69,0.416,7,"G","G major",1,"major",3,-7.865,0.0335,0.617,1.37e-06,0.102,0.479,82.45,"i can... see you over there starin' at your drink watchin' that ice sink, all alone tonight and... chances are you're sittin' here in this bar 'cause he ain't gonna treat you right well, it's... probably not my place but i'm gonna say it anyway ‘cause you look like you... haven't felt the fire, had a little fun hadn't had a smile in a little while, baby blue... looks good on the sky looks good on that neon buzzin' on the wall but darlin', it don't match your eyes i'm tellin' you... you don't need that guy it's so black and white, he's stealin' your thunder baby, blue ain't your color i'm not tryna... be another just pick you up kinda guy tryna drink you up, tryna take you home but i just... i don't understand how another man can take your sun and turn it ice cold well, i've... had enough to drink and it's makin' me think that i just might tell you... if i were a painter i wouldn't change ya i'd just paint you bright, baby 'cause blue... looks good on the sky looks good on that neon buzzin' on the wall but darlin', it don't match your eyes i'm tellin' you... you don't need that guy it's so black and white, he's stealin' your thunder baby, blue ain't your color no, no, no mmmm it ain't your color baby mmm, baby blue... looks good on the sky looks good on that neon buzzin' on the wall but darlin', it don't match your eyes i'm tellin' you... you don't need that guy it's so black and white, he's stealin' your thunder baby, blue ain't your color blue ain't your color mmm, no, no, no baby come here, baby let me light up your world"
"13","2018","jason aldean featuring miranda lambert","jason aldean","drowns the whiskey","drowns the whiskey feat miranda lambert",7,1,"Rearview Town","album","3FfvYsEGaIb52QPXhg4DcH","2dwoqUYTy6SOy1dFqcTndC","2018-04-13",2018,202066,0.552,0.698,8,"G#","G# major",1,"major",4,-4.817,0.0306,0.294,0.000103,0.0905,0.6,90.006,"all the folks down in lynchburg, tennessee been working hard for good ol' boys like me i don't wanna be the one to tell 'em that stuff that they've been selling ain't working like it should but i damn sure wish it would whiskey's supposed to drown the memory i've gone from one to one too many and the thing that really gets me is how your memory drowns the whiskey maybe it's the bar or the stool i'm on maybe it's the band and the sad old song that keeps me buying rounds that keeps me turning down any girl that wants to dance and you ain't giving them a chance whiskey's supposed to drown the memory i've gone from one to one too many and the thing that really gets me is how your memory drowns the whiskey girl, i'm living proof that 80 proof ain't got a shot at touching you but whiskey's supposed to drown the memory i've gone from one to one too many and the thing that really gets me is whiskey's supposed to drown the memory i've gone from one to one too many and the thing that really gets me is how your memory drowns the whiskey yeah the thing that really gets me is how your memory drowns the whiskey all the folks down in lynchburg, tennessee been working hard for good old boys like me"
"13","2019","kane brown","kane brown","good as you","good as you",2,1,"Experiment Extended","album","3oSJ7TBVCWMDMiYjXNiCKE","19kUPdKTp85q9RZNwaXM15","2019-11-01",2019,192053,0.634,0.516,8,"G#","G# major",1,"major",4,-6.05,0.0373,0.4,0,0.142,0.769,153.831,"see the way you're taking care of your mama the way you're taking care of me the way you light up any room, girl you're what this world should be tomorrow, tonight, the rest of my life i wanna be the man you want me to be so startin' right now, girl, tell me everything you need i just wanna wake up everyday here in this bed never leave ""i love you"" left unsaid it might take a hundred lifetimes to do but baby, i just wanna be good as you girl, you're more than just the surface yeah, you got that heart of gold so when it comes to loving you, babe no, it will never get old tomorrow, tonight, the rest of my life i wanna be the man you want me to be so startin' right now, girl, tell me everything you need i just wanna wake up everyday here in this bed never leave ""i love you"" left unsaid it might take a hundred lifetimes to do but baby, i just wanna be good as you good as you, baby na i just wanna wake up everyday here in this bed never leave ""i love you"" left unsaid in my take a hundred lifetimes to do but baby, i just wanna be good as you i just wanna wake up everyday here in this bed (yeah with you baby) never leave ""i love you left"" unsaid it might take a hundred lifetimes to do but baby, i just wanna be good as you baby, i just wanna be good as you"
"13","2020","sam hunt","sam hunt","kinfolks","kinfolks",1,1,"Kinfolks","single","2kucQ9jQwuD8jWdtR9Ef38","53F1MVa1BWUkTBbVqgVAfN","2019-10-10",2019,181933,0.565,0.805,0,"C","C major",1,"major",4,-4.457,0.0489,0.0808,0,0.173,0.869,76.04,"(i saw you going by) i saw you going by, i had to say hello and i don't mean to pry, but girl, i gotta know what is your name? how come i ain't seen you around before? (tell me) you know i ain't ever had a type, having a type takes two but i know what i like, and you're the only one of you you're something else (damn) and i know we just met, but i wanna introduce you to my kinfolks, to my old friends to the house in the pines where the road ends take you to my hometown, where i grew up where i thought i knew it all before i knew what love was gave up on it, but honey, you got my hopes up and i'm thinking that i wanna introduce you to my kinfolks (i wanna take you home) i wanna take you home, not just take you home tonight get joanie on the phone, she'll leave us on a light i wanna see the way you look up under all those stars, yeah you're gonna be the talk, word's gonna get around they'll tell you how they thought i'd never settle down out on the porch, ain't it funny the way things change? i wanna introduce you to my kinfolks, to my old friends to the house in the pines where the road ends take you to my hometown, where i grew up where i thought i knew it all before i knew what love was gave up on it, but honey, you got my hopes up and i'm thinking that i wanna introduce you to my kinfolks i don't wanna wait around for the right time i wanna introduce you to my kinfolks, to my old friends to the house in the pines where the road ends take you to my hometown, where i grew up where i thought i knew it all before i knew what love was gave up on it, but honey, you got my hopes up and i'm thinking that i wanna introduce you to my kinfolks and i'm thinking that i wanna introduce you to my kinfolks woah"
"14","2002","keith urban","keith urban","somebody like you","somebody like you",1,1,"Golden Road","album","0u2FHSq3ln94y5Q57xazwf","0b9djfiuDIMw1zKH6gV74g","2002-01-01",2002,323040,0.624,0.84,4,"E","E major",1,"major",4,-5.768,0.0337,0.108,0.000546,0.144,0.656,111.02,"there's a new wind blowing like i've never known i'm breathing deeper than i've ever done and it sure feels good, to finally feel the way i do and i wanna love somebody love somebody like you and i'm letting go of all my lonely yesterdays i've forgiven myself for the mistakes i've made now there's just one thing the only thing i wanna do, mmhm i wanna love somebody love somebody like you yeah, i wanna feel the sunshine shining down on me and you when you put your arms around me you let me know there's nothing in this world i can't do i used to run in circles going nowhere fast i'd take, uh, one step forward and two steps back couldn't walk a straight line even if i wanted to i wanna love somebody love somebody like you whoa! here we go now! hey, i wanna love ya baby yeah, i wanna feel the sunshine shinin' down on me and you when you put your arms around me well, baby there ain't nothing in this world i can't do sometimes it's hard for me to understand but you're teaching me to be a better man i don't wanna take this life for granted like i used to do, no, no i wanna love somebody love somebody like you i'm ready to love somebody love somebody like you, ooh and i wanna love somebody love somebody like you, yeah oh yeah hey, i wanna love ya baby oh, oh, yeah na oh, i wanna be the man in the middle of the night shining like its true i wanna be the man that you run to whenever i call on you when everything that loved someone finally found its way wanna be a better man i see it in you yeah hey, i wanna be that"
"14","2003","shania twain","shania twain","forever and for always","forever and for always",5,1,"Up! (Green Version)","album","5e4Dhzv426EvQe3aDb64jL","4Zt7btTxosJP1HMK4azbk2","2002-01-01",2002,283000,0.469,0.722,6,"F#","F# major",1,"major",4,-4.806,0.0326,0.232,0,0.123,0.529,85.984,"mmm, mmm mmm, in your arms ohh i can hear your heartbeat now i can hear it beating loud in your arms i can still feel the way you want me when you hold me i can still hear the words you whispered when you told me i can stay right here forever in your arms and there ain't no way i'm letting you go now and there ain't no way and there ain't no how i'll never see that day 'cause i'm keeping you forever and for always we will be together all of our days wanna wake up every morning to your sweet face always mmm, baby in your heart i can still hear a beat for every time you kiss me and when we're apart, i know how much you miss me i can feel your love for me in your heart and there ain't no way (and there ain't no way) i'm letting you go now and there ain't no way (and there ain't no way) and there ain't no how i'll never see that day 'cause i'm keeping you forever and for always we will be together all of our days wanna wake up every morning to your sweet face always oh, yeah wanna wake up every morning, yeah oh in your eyes (i can still see the look of the one) i can still see the look of the one who really loves me (i can still feel the way that you want) the one who wouldn't put anything else in the world above me (i can still see love for me) i can still see love for me in your eyes (i still see the love) and there ain't no way (and there ain't no way) i'm letting you go now and there ain't no way (and there ain't no way) and there ain't no how i'll never see that day 'cause i'm keeping you forever and for always we will be together all of our days wanna wake up every morning to your sweet face i'm keeping you forever and for always we will be together all of our days wanna wake up every morning to your sweet face i'm keeping you forever and for always oh i'm keeping you forever got to keep you, baby oh, forever in your arms"
"14","2004","kenny chesney","kenny chesney","i go back","i go back",2,1,"When The Sun Goes Down","album","3grHWM9bx2E9vwJCdlRv9O","57I7CUbXo4XlWuTVB8pXW6","2004-01-22",2004,243666,0.532,0.842,5,"F","F major",1,"major",4,-5.754,0.0503,0.0409,0,0.217,0.67,90.187,"""jack and diane"" painted a picture of my life and my dreams suddenly this crazy world made more sense to me well i heard it today and i couldn't help but sing along because every time i hear that song i go back to a two toned short bed chevy driving my first love out to the levee living life with no sense of time and i go back to the feel of a fifty yard line a blanket, a girl, some raspberry wine wishing time would stop right in its tracks every time i hear that song, i go back i go back i used to rock all night long to ""keep on rocking me baby"" frat parties, college bars, just trying to impress the ladies well i heard it today and i couldn't help but sing along because every time i hear that song and i go back to the smell of an old gym floor and the taste of salt on a carolina shore after graduation and drinking goodbye to friends and i go back to watchin summer fade to fall growin up too fast and i do recall wishin time would stop right in its tracks everytime i hear that song, i go back i go back we all have a song that somehow stamped our lives takes us to another place and time so i go back to a pew, preacher, and a choir singing bout god, brimstone, and fire and the smell of sunday chicken after church and i go back to the loss of a real good friend and the sixteen summers i shared with him now ""only the good die young"" stops me in my tracks every time i hear that song i go back i go back to the feel of a fifty yard line a blanket, a girl, some raspberry wine i go back (i go back) to watching summer fade to fall growing up too fast and i do recall i go back (i go back) to the loss of a real good friend and the sixteen summers i shared with him i go back, i go back, i go back"
"14","2005","jo dee messina","jo dee messina","my give a damns busted","my give a damns busted",6,1,"Delicious Surprise","album","3ltFy7g6KKQPPttsdOMlq3","3n8QTc8J3T72KurDsWo1b6","2005-04-26",2005,198960,0.665,0.874,2,"D","D major",1,"major",4,-4.082,0.0308,0.143,1.05e-05,0.251,0.766,103.98,"well, you filled up my head with so many lies you twisted my heart 'til something snapped inside i'd like to give it one more try but my give a damn's busted you can crawl back home, say you were wrong stand out in the yard and cry all night long go ahead and water the lawn my give a damn's busted i really wanna care i wanna feel somethin' let me dig a little deeper no, sorry, nothing you can say you've got issues, you can say you're a victim it's all your parents fault, i mean, after all, you didn't pick 'em maybe somebody else has got time to listen my give a damn's busted well your therapist says it was all a mistake a product of the prozac and your codependent ways so, who's your enabler these days? my give a damn's busted i really wanna care i wanna feel something let me dig a little deeper no, still nothing it's a desperate situation, no tellin' what you'll do if i don't forgive you, you say your life is through c'mon, give me something i can use my give a damn's busted well i really wanna care i wanna feel something let me dig a little deeper no, man, sorry just... nothing no you've really done it this time, ha ha my give a damn's busted"
"14","2006","george strait","george strait","give it away","give it away",1,1,"It Just Comes Natural","album","5vngPClqofybhPERIqQMYd","1qHRFZE8qykNXYZadzmi1m","2006-01-01",2006,209320,0.674,0.646,5,"F","F major",1,"major",4,-5.876,0.027,0.486,8.37e-05,0.262,0.613,148.1,"she was storming through the house that day and i could tell she was leaving and i thought, aw, she'll be back till she turned around and pointed at the wall and said that picture from our honeymoon that night in frisco bay just give it away she said, give it away and that big four-poster king-size bed where so much love was made just give it away she said, just give it away just give it away there ain't nothing in this house worth fighting over oh, and we're both tired of fighting anyway just give it away so i tried to move on but i found that each woman i held just reminded me of that day hmm when that front door swung wide open she flung her diamond ring said, give it away just give it away and i said, now, honey, don't you even want your half of everything she said, give it away just give it away just give it away there ain't nothing in this house worth fighting over oh, and we're both tired of fighting anyway just give it away na so i'm still right here where she left me along with all the other things she don't care about anymore mmm, like that picture from our honeymoon that night in frisco bay she said, give it away well, i can't give it away and that big four-poster king-size bed where all our love was made she said, give it away well, i can't give it away i've got a furnished house, a diamond ring and a lonely broken heart full of love and i can't even give it away"
"14","2007","martina mcbride","martina mcbride","anyway","anyway",5,1,"Waking Up Laughing","album","3P33qFNGBVXl86yQYWspFj","0AezqhM99T5CS0mrEz3OM3","2007-03-04",2007,280866,0.527,0.503,5,"F","F major",1,"major",4,-6.769,0.0252,0.0971,1.98e-05,0.107,0.305,137.021,"you can spend your whole life buildin' somethin' from nothin' one storm can come and blow it all away build it anyway you can chase a dream that seems so out of reach and you know it might not ever come your way dream it anyway god is great, but sometimes life ain't good and when i pray it doesn't always turn out like i think it should but i do it anyway, i do it anyway this world's gone crazy and it's hard to believe that tomorrow will be better than today believe it anyway you can love someone with all your heart for all the right reasons and in a moment they can choose to walk away love 'em anyway god is great but sometimes life ain't good and when i pray it doesn't always turn out like i think it should but i do it anyway yeah, i do it anyway you can pour your soul out singin' a song you believe in that tomorrow they'll forget you ever sang sing it anyway yeah, sing it anyway, yeah yeah i sing, i dream, i love anyway, yeah"
"14","2008","chris cagle","chris cagle","what kinda gone","what kinda gone",1,1,"What Kinda Gone","single","1zhIzONVRlTfD1VQRauHMl","0ndChxTCFtPoYBHBo1inqV","2007-01-01",2007,183226,0.487,0.82,5,"F","F major",1,"major",4,-5.866,0.035,0.106,0,0.108,0.689,171.884,"i heard the door slam and i couldn't tell was it just the wind or was she mad again - ah hell she's gettin in her car i hollered baby is there something wrong thought i heard her say something sounded like i'm gone but these days gone can mean so many things well theres gone for good and theres good and gone and theres gone with the long before it i wish she'd been just a little more clear well theres gone for the day and gone for the night and gone for the rest of your dogone life is it whiskey night or just a couple beers i mean what kind of gone are we talkin bout here well its gettin dark out, she ain't back yet ain't called home, turned off the phone ah man hah this might not be good i would have stopped her, when she went to leave but i didn't 'cause i didn't really think what i'm thinkin now i'm still not sure what gone is all about well theres gone for good and theres good and gone and theres gone with the long before it i wish she'd been just a little more clear well theres gone for the day and gone for the night and gone for the rest of your dogone life is it whiskey night or just a couple beers i mean what kind of gone are we talkin bout here is it the kind of gone where she's at her mom's cooling down she'll come around or the kind that says you had your chance and she ain't comin back well theres gone for good and theres good and gone and theres gone with the long before it i wish she'd been just a little more clear well theres gone for the day and gone for the night and gone for the rest of your dogone life is it whiskey night or just a couple beers i mean what kind of gone are we talkin bout here i mean what kind of gone are we talkin bout what kinda gone are we talkin bout yes what kinda gone are we talkin bout here what kinda gone"
"14","2009","jason aldean","jason aldean","shes country","shes country",6,1,"Wide Open","album","3FfvYsEGaIb52QPXhg4DcH","0PspNrE4MSjr1JeB4OW0jn","2009-04-07",2009,220573,0.553,0.872,1,"C#","C# minor",0,"minor",4,-2.832,0.0782,0.198,0,0.0659,0.638,172.138,"you boys ever met a real country girl talkin', true blue, out in the woods, down home, country girl she's a hot little number in her pickup truck daddy's sweet money done jacked it up she's a party all nighter from south carolina a bad mamajama from down in alabama she's a ragin' cajun, a lunatic from brunswick juicy georgia peach with a thick southern drawl sexy swing and walk, brother, she's all country (shoot) from her cowboy boots to her down home roots she's country from the songs she plays to the prayers she prays that's the way she was born and raised she ain't afraid to stay country brother, she's country a hell raisin' sugar when the sun goes down mama taught her how to rip up the town honey drippin' honey from the holler in kentucky get you flippin', kinda trippy like a mississippi hippie she's a kansas princess crazy mother trucker, undercover lover thick southern drawl, sexy swing and walk brother, she's all country, (shoot) from her cowboy boots to her down home roots she's country from the songs she plays to the prayers she prays that's the way she was born and raised she ain't afraid to stay country nothin' but country (thick southern drawl) (sexy swing and walk) (aw, show 'em how a country girl does it one time now) na brother, she's country from her cowboy boots to her down home roots nothin' but country yeah, yeah-ah she's country (shoot) from her cowboy boots to her down home roots she's country from the songs she plays to the prayers she prays that's the way she was born and raised she ain't afraid to stay country yeah, she's nothin' but country she's all about the country from the backwoods, she's a homegrown, down to the bone she's country"
"14","2010","zac brown band","zac brown band","highway 20 ride","highway 20 ride",9,1,"The Foundation","album","6yJCxee7QumYr820xdIsjo","2oAGUpLorRToXExl2FtUVy","2008-11-17",2008,229280,0.55,0.402,3,"D#","D# major",1,"major",4,-7.195,0.0339,0.551,1.38e-05,0.105,0.428,76.105,"i ride east every other friday but if i had it my way the day would not be wasted on this drive and i want so bad to hold you son, there's things i haven't told you your mom and me couldn't get along so i'll drive and i think about my life and wonder why, that i slowly die inside every time i turn that truck around, right at the georgia line and i count the days and the miles back home to you on that highway 20 ride a day might come and you'll realize that if you could see through my eyes there was no other way to work it out and a part of you might hate me but son please don't mistake me for a man that didn't care at all and i'll drive and i'll think about my life and wonder why, that i slowly die inside every time i turn that truck around, right at the georgia line and i count the days and the miles back home to you on that highway 20 ride so when you drive and the years go flying by i hope you smile if i ever cross your mind it was a pleasure of my life and i cherished every time and my whole world it begins and ends with you on that highway 20 ride"
"14","2011","justin moore","justin moore","if heaven wasnt so far away","if heaven wasnt so far away",3,1,"Outlaws Like Me","album","30e8DmahrEamvLbFRPdWmk","0aW7CSfoMBKBzLE7VerHyn","2011-01-01",2011,223280,0.374,0.657,11,"B","B major",1,"major",4,-6.086,0.0325,0.0434,0,0.219,0.376,74.234,"every day i drive to work across flint river bridge a hundred yards from the spot where me and grandpa fished there's a piece of his old fruit stand on the side of sawmill road he'd be there peeling peaches if it was twenty years ago and what i wouldn't give to ride around in that old truck with him if heaven wasn't so far away i'd pack up the kids and go for the day introduce them to their grandpa watch them laugh at the way he talks i'd find my long lost cousin john the one we left back in vietnam show him a picture of his daughter now she's a doctor and he'd be proud then tell him we'd be back in a couple of days in the rear view mirror we'd all watch them wave yeah, and losing them wouldn't be so hard to take if heaven wasn't so far away i'd hug all three of those girls we lost from the class of '99 and i'd find my bird dog bo and take him hunting one more time i'd ask hank why he took those pills back in '53 and janis to sing the second verse of ""me and bobby mcgee"" sit on a cloud and visit for a while it'd do me good just to see them smile if heaven wasn't so far away i'd pack up the kids and go for the day introduce them to their grandpa watch them laugh at the way he talks i'd find my long lost cousin john the one we left back in vietnam show him a picture of his daughter now she's a doctor and he'd be proud then tell him we'd be back in a couple of days in the rear view mirror we'd all watch them wave yeah, and losing them wouldn't be so hard to take if heaven wasn't so far if heaven wasn't so far if heaven wasn't so far away so far away so far away"
"14","2012","jake owen","jake owen","alone with you","alone with you",8,1,"Barefoot Blue Jean Night","album","1n2pb9Tsfe4SwAjmUac6YT","2Xdatbm43IXEVi0wmKeJve","2011-08-26",2011,210973,0.646,0.761,7,"G","G major",1,"major",4,-3.991,0.0267,0.221,0,0.109,0.336,108.999,"i don't see you laugh you don't call me back but you kiss me when you're drunk i don't know your friends don't know where you've been why are you the one i want? don't put your lips up to my mouth and tell me you can't stay don't slip your hand under my shirt and tell me it's okay don't say it doesn't matter cause it's gonna matter to me i can't be alone with you you've got me out on the edge every time you call and i know it would kill me if i fall i can't be alone with you please don't chain that door i can't win this war your body's like a pill i shouldn't take don't put your lips up to my mouth and tell me you can't stay don't slip your hand under my shirt and tell me it's okay don't say it doesn't matter cause it's gonna matter to me i can't be alone with you you've got me out on the edge every time you call and i know it would kill me if i fall i can't be alone with you don't put your lips up to my mouth and tell me you can't stay don't slip your hand under my shirt and tell me it's okay don't say it doesn't matter cause it's gonna matter to me i can't be alone with you you've got me out on the edge every time you call and i know it would kill me if i fall i can't be alone with you i don't see you laugh you don't call me back but you kiss me when you're drunk"
"14","2013","taylor swift","taylor swift","we are never ever getting back together","we are never ever getting back together",16,1,"Red (Big Machine Radio Release Special)","album","06HL4z0CvFAxyc27GXpf02","0VwNdo84DaVYLIkbVO86ND","2012-10-22",2012,193146,0.628,0.676,7,"G","G major",1,"major",4,-5.911,0.0916,0.00957,2.65e-05,0.121,0.75,85.984,"i remember when we broke up the first time saying, ""this is it, i've had enough,"" 'cause like we hadn't seen each other in a month when you said you needed ""space"" (what?) then you come around again and say ""baby, i miss you and i swear i'm gonna change, trust me"" remember how that lasted for a day? i say, ""i hate you,"" we break up, you call me, ""i love you"" ooh-ooh-ooh-ooh-ooh we called it off again last night, but ooh-ooh-ooh-ooh-ooh this time, i'm telling you, i'm telling you we are never, ever, ever getting back together we are never, ever, ever getting back together you go talk to your friends, talk to my friends, talk to me but we are never, ever, ever, ever getting back together like, ever i'm really gonna miss you picking fights and me, falling for it, screaming that i'm right and you would hide away and find your peace of mind with some indie record that's much cooler than mine ooh-ooh-ooh-ooh-ooh you called me up again tonight, but ooh-ooh-ooh-ooh-ooh this time, i'm telling you, i'm telling you we (we) are never, ever, ever getting back together we are never, ever, ever (ever) getting back together you go talk to your friends, talk to my friends, talk to me (talk to me) but we are never, ever, ever, ever getting back together ooh-ooh-ooh-ooh-ooh (yeah) ooh-ooh-ooh-ooh-ooh (yeah) ooh-ooh-ooh-ooh-ooh (yeah) oh-oh-oh i used to think that we were forever, ever and i used to say, ""never say never"" ugh, so he calls me up and he's like, ""i still love you"" and i'm like, ""i just- i mean, this is exhausting, you know? like, we are never getting back together, like, ever"" we are never, ever, ever getting back together we are never, ever, ever (ooh) getting back together you go talk to your friends, talk to my friends, talk to me but we are never, ever, ever, ever getting back together we (ooh-ooh-ooh-ooh-ooh, ooh-ooh-ooh, no) getting back together we (ooh-ooh-ooh-ooh-ooh, oh, oh, yeah) getting back together you go talk to your friends, talk to my friends, talk to me (talk to me) but we are never, ever, ever, ever getting back together"
"14","2014","dustin lynch","dustin lynch","where its at yep yep","where its at",5,1,"Where It's At","album","1dID9zgn0OV0Y8ud7Mh2tS","3IQu6EQqPlYN3pk0xQz9zK","2014-09-09",2014,204186,0.557,0.737,3,"D#","D# major",1,"major",4,-5.75,0.0476,0.0142,0,0.314,0.817,158.05,"na it ain't in a high rise looking for a good time shutting down the city lights it ain't in the water floating like a bobber soaking up that hot sunshine as good as it gets, no that ain't where it is it's at 2 a.m. when she's reaching over faded t-shirt hanging off her shoulder dressed up, hair down, in a ball cap yep yep, as long as i get that sweet little something late night kiss on a plane or a train or way back in the sticks i swear, if she's there, that's where yep yep, that's where it's at it ain't in a suped-up shiny red new truck, if she ain't to my right it ain't in a dive bar, tall can of pbr, poppin' tops rockin' all night as good as it gets, no, that ain't where it is it's at 2 a.m. when she's reaching over faded t-shirt hanging off her shoulder dressed up, hair down, in a ball cap yep yep, as long as i get that sweet little something late night kiss on a plane or a train or way back in the sticks i swear, if she's there, that's where yep yep, that's where it's at no, it don't matter wherever we're at (no) no, it don't get no better than that it ain't in a suped-up shiny red new truck, if she ain't to my right it's at 2 a.m. when she's reaching over faded t-shirt hanging off her shoulder dressed up, hair down, in a ball cap yep yep, as long as i get that sweet little something late night kiss on a plane or a train or way back in the sticks i swear, if she's there, that's where yep yep, that's where it's at yeah, that's where it's at yep, yep, (that's where it's at) 2 a.m. when she's reaching' over faded t-shirt hanging off her shoulder (that's where it's at)"
"14","2015","brett eldredge","brett eldredge","lose my mind","lose my mind",1,1,"Lose My Mind","single","0qSX3s5pJnAlSsgsCne8Cz","0dwudL6pM7zLO7MSUxMUYd","2015-04-21",2015,155440,0.68,0.755,6,"F#","F# minor",0,"minor",4,-5.509,0.029,0.0206,0,0.21,0.824,101.048,"you put me on a roller coaster, fly me on a plane you send me to another planet, get inside my brain i knew right when i met you, i would never be the same but i let you take me over, girl, so i'm the one to blame you make all my screws come loose got me perfectly confused always find a way to mess me up and drive me wild i love the way you make me lose my mind lose my mind you make me crazy and i kinda like it you show that apple, girl, and i wanna bite it so crazy that i gotta have it and i never wanna get outta this straight jacket you make all my screws come loose got me perfectly confused always find a way to mess me up and drive me wild i love the way you make me lose my mind lose my mind i feel the walls closing in inside this padded room only good thing about it is i'm locked in here with you i'm always watching you, wondering what you'll do next but my favorite part about it is, is i always have to guess (you know i do) you make all my screws come loose got me perfectly confused always find a way to mess me up and drive me wild i love the way you make me lose my mind make me lose my mind lose my mind make me lose my mind make me lose my mind lose my mind"
"14","2016","carrie underwood","carrie underwood","church bells","church bells",3,1,"Storyteller","album","4xFUf1FHVy696Q1JQZMTRj","67citk3uzWs5qbaIVKTeg8","2015-10-23",2015,193333,0.575,0.844,3,"D#","D# minor",0,"minor",4,-1.772,0.0633,0.226,0,0.0538,0.542,87.007,"jenny grew up wild, like a blackfoot daisy out in the shack with a blue tick hound broke as hell, but blessed with beauty the kind that a rich man can't turn down she caught the eye of an oil man dancing one summer night in a dime store dress she had the looks, he had the mansion and you can figure out the rest it was all roses, drippin' in diamonds sippin' on champagne she was all uptown, wearing that white gown takin' his last name she could hear those church bells ringin', ringin' and up in the loft, that whole choir singin', singin' fold your hands and close your eyes yeah, it's all gonna be alright and just listen to the church bells ringin', ringin' yeah, they're ringin' jenny was hosting junior league parties and havin' dinner at the country club everyone thought they were ken and barbie but ken was always gettin' way too drunk saturday night, after a few too many he came home ready to fight and all his money could never save jenny from the devil livin' in his eyes it was all bruises, covered in makeup dark sunglasses and that next morning, sitting in the back pew praying with the baptist she could hear those church bells ringin', ringin' and up in the loft, that whole choir singin', singin' fold your hands and close your eyes yeah, it's all gonna be alright you just listen to the church bells ringin', ringin' yeah, they're ringin' jenny slipped somethin' in his tennessee whiskey no law man was ever gonna find and how he died is still a mystery but he hit a woman for the very last time she could hear those church bells ringin', ringin' standin' there in a black dress singin', singin' fold your hands and close your eyes yeah, it's all gonna be alright and just listen to the church bells ringin', ringin' yeah, they're ringin'"
