"Rank","Year","Artist","artist_name","Track","track_name","track_number","disc_number","album_name","album_type","artist_id","track_id","album_release_date","album_release_year","duration_ms","danceability","energy","key","key_name","key_mode","mode","mode_name","time_signature","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo"
35,2006,"trace adkins","trace adkins","honky tonk badonkadonk","honky tonk badonkadonk",4,1,"Honky Tonk Badonkadonk","single","79FMDwzZQxHgSkIYBl3ODU","1Hidlvzn5pdcq52vCh1z6r","2005-01-01",2005,218788,0.691,0.887,2,"D","D major",1,"major",4,-2.926,0.0351,0.111,0,0.151,0.831,114.743
35,2007,"jake owen","jake owen","startin with me","startin with me",3,1,"Startin' With Me","album","1n2pb9Tsfe4SwAjmUac6YT","5bQ8psGbXl0heZAiwG9jW6","2006-07-01",2006,236026,0.487,0.653,11,"B","B major",1,"major",4,-5.393,0.0522,0.109,5.15e-06,0.112,0.319,159.42
35,2008,"jason aldean","jason aldean","laughed until we cried","laughed until we cried",2,1,"Relentless","album","3FfvYsEGaIb52QPXhg4DcH","1nJlb0ZE6uZHk7D8YS7353","2007-05-29",2007,202520,0.547,0.485,7,"G","G major",1,"major",4,-5.368,0.0292,0.467,0,0.0736,0.243,145.057
35,2009,"blake shelton","blake shelton","she wouldnt be gone","she wouldnt be gone",3,1,"Startin' Fires","album","1UTPBmNbXNTittyMJrNkvw","4UIOPiM5kNcJFUoRtdDRZa","2008-11-10",2008,215613,0.51,0.683,0,"C","C major",1,"major",4,-4.338,0.0302,0.166,0,0.0795,0.211,159.918
35,2010,"kenny chesney","kenny chesney","the boys of fall","the boys of fall",1,1,"Hemingway's Whiskey","album","3grHWM9bx2E9vwJCdlRv9O","2Y48Q7HryWdPJZypJotjlJ","2010-09-28",2010,391853,0.503,0.648,7,"G","G major",1,"major",4,-6.243,0.027,0.227,0.00124,0.378,0.39,147.942
35,2011,"chris young","chris young","voices","voices",1,1,"Voices","single","4BYxqVkZyFjtik7crYLg5Q","0oUTQJdcvrQm812QC3lIjN","2008-06-03",2008,187293,0.524,0.799,0,"C","C major",1,"major",4,-4.106,0.0581,0.36,0,0.0788,0.661,152.916
35,2012,"kenny chesney","kenny chesney","come over","come over",2,1,"Welcome To The Fishbowl (Track by Track)","album","3grHWM9bx2E9vwJCdlRv9O","3dXD0jQvyIWuM6nJzpQqC3","2012-06-19",2012,247586,0.464,0.704,1,"C#","C# major",1,"major",4,-7.128,0.0335,0.125,3.61e-05,0.0665,0.487,175.991
35,2013,"blake shelton","blake shelton","mine would be you","mine would be you",9,1,"Based on a True Story...","album","1UTPBmNbXNTittyMJrNkvw","0lrDnSdi4jxbqS1BEptmuI","2013-03-26",2013,239506,0.572,0.529,0,"C","C major",1,"major",4,-6.897,0.0282,0.146,0,0.335,0.321,139.876
35,2014,"cole swindell","cole swindell","chillin it","chillin it",1,1,"Chillin' It","single","1mfDfLsMxYcOOZkzBxvSVW","5jdKT47rg8pfspWEfd35kc","2013-10-29",2013,196746,0.576,0.849,9,"A","A major",1,"major",4,-3.057,0.0386,0.511,3.89e-05,0.109,0.666,137.982
35,2015,"florida georgia line","florida georgia line","sun daze","sun daze",2,1,"Anything Goes","album","3b8QkneNDz4JHKKKlLgYZg","0El2Zyt68nYySFDG87hZgM","2014-10-14",2014,184706,0.476,0.952,4,"E","E major",1,"major",4,-3.783,0.041,0.0981,2.91e-06,0.438,0.849,170.062
35,2016,"justin moore","justin moore","you look like i need a drink","you look like i need a drink",6,1,"Kinda Don't Care","album","30e8DmahrEamvLbFRPdWmk","1TGJxtVHgPHKVt6K7sPn1T","2016-01-01",2016,187480,0.608,0.841,11,"B","B major",1,"major",4,-3.626,0.028,0.0028,0,0.0834,0.917,106.004
35,2017,"luke bryan","luke bryan","fast","fast",6,1,"Kill The Lights (Deluxe)","album","0BvkDsjIUla7X0k6CSWh1I","2gYiCTytrSRtuaHP1Nac6u","2015-08-07",2015,206213,0.548,0.901,0,"C","C minor",0,"minor",4,-2.637,0.0453,0.2,0,0.1,0.557,145.953
35,2018,"sugarland featuring taylor swift","sugarland","babe","babe",15,1,"Bigger (Big Machine Radio Release Special)","album","0hYxQe3AK5jBPCr5MumLHD","0SoK5u8MD2VVikNPwXBz74","2018-06-08",2018,215106,0.535,0.777,4,"E","E major",1,"major",4,-3.292,0.207,0.0187,1.62e-06,0.136,0.664,171.72
35,2019,"dierks bentley","dierks bentley","living","living",3,1,"The Mountain","album","7x8nK0m0cP2ksQf0mjWdPS","54K7AZoGpQklpygKrxZlKN","2018-06-08",2018,222146,0.517,0.813,1,"C#","C# major",1,"major",4,-6.325,0.0558,0.0153,0,0.106,0.444,83.005
35,2020,"ashley mcbryde","ashley mcbryde","one night standards","one night standards",2,1,"Never Will","album","371jpyGdoChzUASOIG2ECV","47qZzTLLJcuD69AIKnquo4","2020-04-03",2020,190973,0.537,0.686,5,"F","F major",1,"major",4,-5.022,0.0293,0.0287,0.00709,0.0988,0.611,78.052
36,2002,"tim mcgraw","tim mcgraw","unbroken","unbroken",4,1,"Set This Circus Down","album","6roFdX1y5BYSbp60OTJWMd","3kHg8K1ilUqkSPURdqd6dL","2001-04-24",2001,241426,0.595,0.792,1,"C#","C# minor",0,"minor",4,-6.979,0.0286,0.0865,0,0.0769,0.536,119.8
36,2003,"emerson drive","emerson drive","fall into me","fall into me",1,1,"Emerson Drive","album","1efrXlPhLKv7PvgUxVcqIS","2bVFvGBU2ihWJgMRPcav5r","2002-01-01",2002,168866,0.501,0.813,2,"D","D major",1,"major",4,-5.01,0.0342,0.238,0,0.39,0.595,96.986
36,2004,"terri clark","terri clark","i wanna do it all","i wanna do it all",5,1,"Pain To Kill","album","0HLOP0AdsaWe5Pt5TNueGC","56sAXFMfTagQGl5KOxvdxt","2003-01-01",2003,173333,0.626,0.886,4,"E","E major",1,"major",4,-4.787,0.034,0.0668,0,0.118,0.782,132.905
36,2005,"darryl worley","darryl worley","awful beautiful life","awful beautiful life",1,1,"Darryl Worley","album","4zIBkSJcqRp4ADuFI94WvO","5uqbTKo8Ogq1sBQ3u940Xz","2004-01-01",2004,232800,0.627,0.777,2,"D","D major",1,"major",4,-6.91,0.0322,0.0189,1.09e-06,0.173,0.643,112.599
36,2006,"george strait","george strait","she let herself go","she let herself go",10,1,"Somewhere Down In Texas","album","5vngPClqofybhPERIqQMYd","1mIQiN9xMz58kfQO6wjOeX","2005-01-01",2005,198213,0.659,0.572,6,"F#","F# minor",0,"minor",4,-7.817,0.0252,0.0888,1.08e-05,0.0813,0.386,113.987
36,2007,"joe nichols","joe nichols","ill wait for you","ill wait for you",6,1,"III","album","4aJTB79uwT4sP0Nb8QGWHc","3xcHU7fOKHN4K6Tjs1cZtL","2005-01-01",2005,247320,0.461,0.412,9,"A","A major",1,"major",4,-8.644,0.0283,0.288,0,0.138,0.331,143.979
36,2008,"dierks bentley","dierks bentley","trying to stop your leaving","trying to stop your leaving",6,1,"Long Trip Alone (Yahoo)","album","7x8nK0m0cP2ksQf0mjWdPS","2zPv3CTdaHNGmi0ldmutQz","2006-01-01",2006,219906,0.621,0.569,7,"G","G major",1,"major",4,-5.551,0.0297,0.00842,6e-05,0.0967,0.394,111.899
36,2010,"zac brown band","zac brown band","free","free",5,1,"The Foundation","album","6yJCxee7QumYr820xdIsjo","5moWmr7qWnYH7LIUrYMk32","2008-11-17",2008,228653,0.453,0.412,1,"C#","C# major",1,"major",4,-7.539,0.0276,0.24,0.00021,0.101,0.282,75.752
36,2011,"thompson square","thompson square","i got you","i got you",1,1,"Thompson Square","album","0Bvs8yPjrQSbmVIRqSg1Sp","0KGWGfFDNoVVGOPvoFZw6w","2011-02-08",2011,183866,0.533,0.799,2,"D","D major",1,"major",4,-2.594,0.0531,0.0123,0.000879,0.106,0.521,127.04
36,2012,"blake shelton","blake shelton","over","over",9,1,"Red River Blue (Deluxe Edition)","album","1UTPBmNbXNTittyMJrNkvw","2tE8dp7Xvhx9bfqHfqs0GJ","2011-07-11",2011,193146,0.392,0.605,1,"C#","C# major",1,"major",4,-6.204,0.0338,0.0274,1.75e-06,0.189,0.307,155.586
36,2013,"brad paisley","brad paisley","beat this summer","beat this summer",3,1,"Wheelhouse","album","13YmWQJFwgZrd4bf5IjMY4","2EUHzmBZux7SSra71cGkIB","2013-04-09",2013,281453,0.563,0.722,6,"F#","F# major",1,"major",4,-5.252,0.0407,0.313,0,0.393,0.801,150.039
36,2014,"brantley gilbert featuring justin moore  thomas rhett","brantley gilbert","small town throwdown","small town throwdown",9,1,"Just As I Am (Deluxe)","album","5q8HGNo0BjLWaTAhRtbwxa","1xYvW7jL6phi0QHFjtOo5n","2014-01-01",2014,202653,0.555,0.863,7,"G","G major",1,"major",4,-3.866,0.0376,0.0249,0,0.0549,0.719,98.006
36,2015,"carrie underwood","carrie underwood","something in the water","something in the water",1,1,"Greatest Hits: Decade #1","compilation","4xFUf1FHVy696Q1JQZMTRj","10RQKVSr4rS0coExTmi4dF","2014-12-09",2014,238173,0.451,0.893,7,"G","G major",1,"major",4,-2.721,0.0627,0.0243,0,0.0813,0.0971,139.763
36,2016,"chris stapleton","chris stapleton","nobody to blame","nobody to blame",6,1,"Traveller","album","4YLtscXsxbVgi031ovDDdh","4WRRCuJYRq7gUKiupxVH9W","2015-05-04",2015,244146,0.534,0.666,9,"A","A major",1,"major",4,-9.471,0.0335,0.0143,0.0615,0.113,0.59,87.401
36,2017,"thomas rhett","thomas rhett","star of the show","star of the show",28,1,"Tangled Up (Deluxe / Big Machine Radio Release Special)","album","6x2LnllRG5uGarZMsD4iO8","1nIyZKYmUsbEowiizbyr2Q","2016-10-27",2016,182600,0.696,0.641,7,"G","G major",1,"major",4,-5.807,0.0261,0.142,0,0.132,0.664,101.981
36,2018,"old dominion","old dominion","written in the sand","written in the sand",6,1,"Happy Endings","album","6y8XlgIV8BLlIg1tT1R10i","2A69wys3S9uiPSmn6UZWJn","2017-08-25",2017,184080,0.725,0.438,6,"F#","F# major",1,"major",4,-9.602,0.0575,0.593,0,0.0842,0.76,83.984
36,2019,"old dominion","old dominion","make it sweet","make it sweet",1,1,"Old Dominion","album","6y8XlgIV8BLlIg1tT1R10i","3Mnr3yyQk1aUPYgbpOQE31","2019-10-25",2019,187000,0.424,0.837,7,"G","G major",1,"major",4,-4.453,0.0472,0.0373,0,0.0665,0.554,180.175
36,2020,"russell dickerson","russell dickerson","love you like i used to","love you like i used to",1,1,"Love You Like I Used To","single","1E2AEtxaFaJtH0lO7kgNKw","1D7cfiC5mxqHfTCcOiRBej","2020-02-11",2020,186613,0.501,0.788,10,"A#","A# major",1,"major",4,-4.624,0.0415,0.12,0,0.137,0.61,152.047
37,2002,"montgomery gentry","montgomery gentry","my town","my town",7,1,"Something To Be Proud Of: Best Of 1999-2005","compilation","3bGXaFVQLASmDMdjjeJr8a","5M8oqeozsjPMSXbkjo0SyD","1999",1999,285586,0.511,0.846,2,"D","D major",1,"major",4,-6.677,0.0531,0.00258,0,0.0777,0.528,93.848
37,2003,"trace adkins","trace adkins","then they do","then they do  with string intro",1,1,"Greatest Hits Collection, Volume 1","compilation","79FMDwzZQxHgSkIYBl3ODU","09sPp29XZUJ0FttO94aEQA","2003-01-01",2003,271240,0.525,0.405,10,"A#","A# major",1,"major",4,-8.95,0.0279,0.257,0.000971,0.0719,0.326,75.127
37,2004,"brooks  dunn","brooks  dunn","thats what she gets for loving me","thats what she gets for loving me",4,1,"Red Dirt Road","album","0XKOBt59crntr7HQXXO8Yz","09tPoGJSkHpfxfkBSDSUsV","2003-07-15",2003,177733,0.632,0.563,9,"A","A major",1,"major",4,-4.579,0.029,0.114,0,0.0769,0.319,127.196
37,2005,"billy dean","billy dean","let them be little","let them be little",6,1,"Let Them Be Little","album","3cMyqwpNT2D8f0WuaRzzZX","1QvCbkLDuF7yX7gIUDJUmp","2005-03-29",2005,225653,0.54,0.516,1,"C#","C# major",1,"major",4,-5.221,0.0246,0.266,0,0.204,0.285,135.9
37,2006,"carrie underwood","carrie underwood","before he cheats","before he cheats",7,1,"Some Hearts","album","4xFUf1FHVy696Q1JQZMTRj","0ZUo4YjG4saFnEJhdWp9Bt","2005-11-14",2005,199946,0.519,0.749,6,"F#","F# minor",0,"minor",4,-3.318,0.0405,0.271,0,0.119,0.29,147.905
37,2007,"carrie underwood","carrie underwood","so small","so small",3,1,"Carnival Ride","album","4xFUf1FHVy696Q1JQZMTRj","6xfL1KzGxg48ACVlQE9qXr","2007-10-23",2007,225213,0.426,0.784,3,"D#","D# major",1,"major",3,-3.225,0.0421,0.306,0,0.0695,0.272,147.939
37,2008,"billy ray cyrus with miley cyrus","billy ray cyrus","ready set dont go","ready set dont go",1,1,"Home At Last","album","60rpJ9SgigSd16DOAG7GSa","2Kinnv0aWL9HAVf3EJacAt","2007-10-09",2007,244426,0.502,0.675,2,"D","D major",1,"major",4,-6.684,0.0384,0.42,0,0.0865,0.307,154.084
37,2009,"kellie pickler","kellie pickler","best days of your life","best days of your life",7,1,"Kellie Pickler (Deluxe Version)","album","021hNAnkFIbyFyL97br6NB","16jvUOIQ2P54P0bNN4rAdv","2008-09-30",2008,226800,0.649,0.862,9,"A","A major",1,"major",4,-5.12,0.0568,0.0235,0,0.0737,0.538,127.939
37,2010,"the band perry","the band perry","if i die young","if i die young",3,1,"The Band Perry","album","75FnCoo4FBxH5K1Rrx0k5A","4aY0tZIaboefmkBEsjAovI","2010",2010,222773,0.606,0.497,4,"E","E major",1,"major",4,-6.611,0.0277,0.348,0,0.275,0.362,130.739
37,2011,"taylor swift","taylor swift","sparks fly","sparks fly",2,1,"Speak Now (Deluxe Package)","album","06HL4z0CvFAxyc27GXpf02","09cM9BjyNFizKUOXh6j9rT","2010-01-01",2010,260946,0.608,0.785,5,"F","F major",1,"major",4,-2.976,0.0311,0.0387,0,0.158,0.376,114.985
37,2012,"taylor swift","taylor swift","ours","ours",15,1,"Speak Now (Deluxe Package)","album","06HL4z0CvFAxyc27GXpf02","0hK93KD6Y0j9giUGh4Valj","2010-01-01",2010,238173,0.61,0.556,0,"C","C major",1,"major",4,-7.369,0.0285,0.505,0,0.0851,0.192,159.838
37,2013,"tim mcgraw","tim mcgraw","one of those nights","one of those nights",2,1,"Two Lanes Of Freedom","album","6roFdX1y5BYSbp60OTJWMd","0DTuo0PP1G7xTfcAsUnmHL","2013-01-01",2013,236520,0.525,0.776,7,"G","G major",1,"major",4,-5.598,0.0321,0.0114,0,0.117,0.413,127.046
37,2014,"billy currington","billy currington","we are tonight","we are tonight",5,1,"We Are Tonight","album","1By9QBFnjZAoI83BZppHlt","2EvddT8rcO99bKH0rDHAYG","2013-01-01",2013,232106,0.559,0.812,11,"B","B major",1,"major",4,-5.347,0.0371,0.0323,0,0.195,0.472,127.911
37,2015,"dierks bentley","dierks bentley","say you do","say you do",2,1,"RISER","album","7x8nK0m0cP2ksQf0mjWdPS","2sE61ZmvYH8wiOx5jygkHH","2014-01-01",2014,219360,0.481,0.733,3,"D#","D# major",1,"major",4,-8.171,0.0368,0.142,0.000547,0.106,0.453,147.859
37,2016,"zac brown band","zac brown band","beautiful drug","beautiful drug",1,1,"JEKYLL + HYDE","album","6yJCxee7QumYr820xdIsjo","0vcfOQOvTCv8ckiRs8Xc1Z","2015-04-28",2015,191600,0.619,0.852,8,"G#","G# minor",0,"minor",4,-5.243,0.0808,0.0539,2.82e-06,0.124,0.339,125.943
37,2017,"brantley gilbert","brantley gilbert","the weekend","the weekend",3,1,"The Devil Don't Sleep (Deluxe)","album","5q8HGNo0BjLWaTAhRtbwxa","0uez4oWD0MWPLZEaO7IiP7","2017-01-27",2017,188373,0.519,0.809,6,"F#","F# minor",0,"minor",4,-4.775,0.0424,0.0478,1.39e-06,0.0733,0.72,82.031
37,2019,"eric church","eric church","some of it","some of it",4,1,"Desperate Man","album","2IvkS5MXK0vPGnwyJsrEyV","3d1qN7AHge6BXuVPutcpI5","2018-10-05",2018,195146,0.56,0.736,0,"C","C major",1,"major",4,-7.306,0.0446,0.341,9.81e-06,0.155,0.824,79.843
37,2020,"justin moore","justin moore","why we drink","why we drink",3,1,"Late Nights And Longnecks (Big Machine Radio Release Special)","album","30e8DmahrEamvLbFRPdWmk","1V4dRRCFT3BBkgchllrITW","2019-07-26",2019,211430,0.624,0.903,6,"F#","F# major",1,"major",4,-3.046,0.0347,0.00824,0,0.297,0.724,116.991
38,2002,"aaron tippin","aaron tippin","where the stars and stripes and the eagle fly","where the stars and stripes and the eagle fly",1,1,"Stars And Stripes","album","4XwKU420OWVk38vz1KvH3M","1tTZM7LUDkxcykOVVIGW4W","2002",2002,228200,0.597,0.773,2,"D","D major",1,"major",4,-4.053,0.0288,0.0351,3.85e-05,0.248,0.354,100.009
38,2003,"aaron lines","aaron lines","you cant hide beautiful","you cant hide beautiful",7,1,"Living Out Loud","album","3YmywXnB2RxQ9IvUzZqvo9","0RZcHTeLsymGyBd3hDarCm","2003-01-07",2003,230800,0.448,0.572,5,"F","F major",1,"major",4,-9.351,0.0292,0.186,0,0.151,0.303,157.979
38,2004,"josh gracin","josh gracin","i want to live","i want to live",1,1,"Josh Gracin","album","1456WwI15Lm9CktCzkLZvm","01LgFdcK1vtxStxkTP4Lej","2004-01-01",2004,238893,0.493,0.679,6,"F#","F# major",1,"major",4,-4.438,0.0337,0.227,0,0.32,0.448,160.106
38,2005,"tim mcgraw","tim mcgraw","back when","back when",7,1,"Live Like You Were Dying","album","6roFdX1y5BYSbp60OTJWMd","251x4kMlZoNg2RQiwc7pNz","2004-08-17",2004,299173,0.602,0.73,7,"G","G major",1,"major",4,-4.785,0.027,0.108,0,0.284,0.663,135.996
38,2006,"rascal flatts","rascal flatts","me and my gang","me and my gang",10,1,"Me And My Gang","album","0a1gHP0HAqALbEyxaD5Ngn","1PduEPiTEsroRd06NI9WDI","2006-01-01",2006,217986,0.629,0.909,7,"G","G major",1,"major",4,-3.688,0.0401,0.0757,0,0.0421,0.589,108.76
38,2007,"jason aldean","jason aldean","johnny cash","johnny cash",1,1,"Relentless","album","3FfvYsEGaIb52QPXhg4DcH","7C2Th9WKovi6NyjGoqaPsK","2007-05-29",2007,190560,0.626,0.856,8,"G#","G# major",1,"major",4,-4.114,0.0463,0.0081,3.8e-06,0.13,0.699,112.078
38,2008,"kenny chesney duet with george strait","kenny chesney","shiftwork","shiftwork with george strait  duet with george strait",3,1,"Just Who I Am: Poets & Pirates","album","3grHWM9bx2E9vwJCdlRv9O","1vPH138PoT17stFqWp7HjB","2007-09-07",2007,269506,0.847,0.576,0,"C","C major",1,"major",4,-9.199,0.0359,0.0922,0.00331,0.0373,0.882,128.992
38,2009,"darryl worley","darryl worley","sounds like life to me","sounds like life to me",4,1,"Sounds Like Life","album","4zIBkSJcqRp4ADuFI94WvO","4eVikDUCG2zumfejHQxGbe","2009-06-09",2009,223040,0.532,0.596,2,"D","D major",1,"major",4,-6.512,0.0282,0.0224,0,0.134,0.418,85.944
38,2010,"taylor swift","taylor swift","mine","mine",1,1,"Speak Now (US Version)","album","06HL4z0CvFAxyc27GXpf02","1wVpMbItVdkJ0pmahPoPA2","2010-01-01",2010,230773,0.621,0.78,7,"G","G major",1,"major",4,-2.934,0.0297,0.00327,4.55e-06,0.184,0.672,121.038
38,2011,"taylor swift","taylor swift","back to december","back to december",3,1,"Speak Now (Deluxe Package)","album","06HL4z0CvFAxyc27GXpf02","0tr6XR58KBdDYd8qvHVTs8","2010-01-01",2010,293040,0.517,0.606,2,"D","D major",1,"major",4,-5.797,0.0289,0.0202,0,0.324,0.296,141.929
38,2012,"zac brown band","zac brown band","keep me in mind","keep me in mind",11,1,"You Get What You Give (Deluxe)","album","6yJCxee7QumYr820xdIsjo","2RWoCx917at0tDmpvIyiMH","2010-09-20",2010,214106,0.684,0.715,6,"F#","F# major",1,"major",4,-6.132,0.0336,0.159,0,0.181,0.564,96.018
38,2013,"lee brice","lee brice","i drive your truck","i drive your truck",6,1,"Hard 2 Love","album","5Zq7R5qmi58ByYyBQTlNuk","6aPc6SSWgTsiXrrUpJCPlj","2012-04-24",2012,234840,0.51,0.649,11,"B","B major",1,"major",4,-6.215,0.0348,0.0978,0.00206,0.119,0.118,141.963
38,2014,"david nail","david nail","whatever shes got","whatever shes got",1,1,"I'm A Fire","album","4DZGvSv2oMkBUnPz67E6z6","4PJXT82AZtlDW4Q71b43oz","2014-01-01",2014,236800,0.527,0.723,1,"C#","C# major",1,"major",4,-6.134,0.0411,0.217,0,0.037,0.888,160.465
38,2015,"florida georgia line","florida georgia line","anything goes","anything goes",1,1,"Anything Goes","album","3b8QkneNDz4JHKKKlLgYZg","46ZfPS5VpSQVU5gb82hg3K","2014-10-14",2014,218866,0.458,0.976,0,"C","C major",1,"major",4,-3.791,0.0459,0.00182,0,0.193,0.76,154.007
38,2016,"granger smith","granger smith","backroad song","backroad song",1,1,"Remington","album","4sTFGCigAQIUiEy8wSSQNF","55BOHRBoPZAyJGCpKR5R16","2016-03-04",2016,236786,0.488,0.833,11,"B","B major",1,"major",4,-6.571,0.0437,0.0352,0.0168,0.34,0.751,174.008
38,2017,"josh turner","josh turner","hometown girl","hometown girl",3,1,"Deep South","album","7vCtweS8UVAXTyau2j0rDT","5C6uh95eAL0RBTSGXKQwvk","2017-03-10",2017,215080,0.502,0.792,3,"D#","D# minor",0,"minor",4,-5.473,0.0335,0.304,0.0385,0.143,0.44,155.902
38,2018,"david lee murphy  kenny chesney","david lee murphy","everythings gonna be alright","everythings gonna be alright",3,1,"No Zip Code","album","78OAtwN3XpjMcjibnF2Kw5","2NEBP8SXEqwZt2PRdPXXuy","2018-04-06",2018,229573,0.764,0.587,5,"F","F minor",0,"minor",4,-7.002,0.0298,0.0721,6.45e-06,0.094,0.494,89.98
38,2019,"luke combs","luke combs","even though im leaving","even though im leaving",3,1,"What You See Is What You Get","album","718COspgdWOnwOFpJHRZHS","5Fhe63YOMZsGdB3CgCDuBi","2019-11-08",2019,225253,0.554,0.755,2,"D","D major",1,"major",4,-6.04,0.0319,0.225,0,0.301,0.624,77.962
38,2020,"locash","locash","one big country song","one big country song",1,1,"Brothers","album","5IcGbIAgdns0R5EJKHMjCQ","28uL97M3whSL1UWqr7hsNh","2019-03-29",2019,193026,0.547,0.822,5,"F","F major",1,"major",4,-2.85,0.0334,0.602,0,0.107,0.553,81.981
39,2002,"carolyn dawn johnson","carolyn dawn johnson","i dont want you to go","i dont want you to go  country version",4,1,"Dress Rehearsal","album","0SwVn4s8PdhY9XQhi9SetC","6JNeeXV3KXCsXrCTblXpcG","2000-12-29",2000,279293,0.475,0.788,9,"A","A major",1,"major",4,-5.301,0.0514,0.0478,0.000268,0.0458,0.53,168.663
39,2003,"pat green","pat green","wave on wave","wave on wave",4,1,"Wave On Wave","album","0EhgpjUqiIIQhM6ZRF4kXX","7rS87NoPWbAkVURdVFbGH9","2003-01-01",2003,244373,0.671,0.755,2,"D","D major",1,"major",4,-5.274,0.0252,0.178,2.64e-05,0.0675,0.362,103.552
39,2004,"toby keith","toby keith","stays in mexico","stays in mexico",10,1,"Greatest Hits 2","compilation","2bA6fzP0lMAQ4kz6CF61w8","4vja6WDnpP5RXZwvydhiUJ","2004-01-01",2004,215280,0.659,0.904,9,"A","A major",1,"major",4,-3.81,0.0675,0.105,0,0.276,0.666,122.936
39,2005,"shedaisy","shedaisy","dont worry bout a thing","dont worry bout a thing",8,1,"Sweet Right Here","album","2qFe0FyUMK8XXoyOsfYJr2","3OBV3QV7wBp5KrAec8qibm","2004-01-01",2004,215026,0.695,0.847,9,"A","A major",1,"major",4,-2.118,0.061,0.105,0,0.102,0.68,98.003
39,2006,"kenny chesney","kenny chesney","you save me","you save me",4,1,"The Road And The Radio","album","3grHWM9bx2E9vwJCdlRv9O","0UgHkodbptL6XQBfT5HOK1","2005-11-07",2005,235773,0.509,0.547,0,"C","C major",1,"major",3,-6.132,0.0299,0.33,9.45e-05,0.358,0.282,125.889
39,2007,"kenny chesney","kenny chesney","dont blink","dont blink",2,1,"Just Who I Am: Poets & Pirates","album","3grHWM9bx2E9vwJCdlRv9O","5LiS3e3c2AMUBXmd2ZydOQ","2007-09-07",2007,285280,0.604,0.605,4,"E","E major",1,"major",4,-8.516,0.0352,0.115,1.22e-05,0.305,0.647,147.925
39,2008,"taylor swift","taylor swift","our song","our song",11,1,"Taylor Swift","album","06HL4z0CvFAxyc27GXpf02","15DeqWWQB4dcEWzJg15VrN","2006-10-24",2006,201106,0.668,0.672,2,"D","D major",1,"major",4,-4.931,0.0303,0.111,0,0.329,0.539,89.011
39,2009,"eric church","eric church","love your love the most","love your love the most",6,1,"Carolina","album","2IvkS5MXK0vPGnwyJsrEyV","1ejsHmXBdf1RMLAmDQdFdh","2009-01-01",2009,170386,0.333,0.524,10,"A#","A# major",1,"major",4,-6.788,0.0301,0.194,0,0.124,0.438,73.393
39,2010,"rascal flatts","rascal flatts","unstoppable","unstoppable",6,1,"Unstoppable","album","0a1gHP0HAqALbEyxaD5Ngn","3URKVmDz5tkE7AfkQLWEeL","2009-01-01",2009,227720,0.473,0.799,3,"D#","D# major",1,"major",4,-4.798,0.0483,0.0738,0,0.121,0.506,155.892
39,2011,"zac brown band","zac brown band","colder weather","colder weather",8,1,"You Get What You Give (Deluxe)","album","6yJCxee7QumYr820xdIsjo","23hDnIFoFlVTDA6y8YrJoR","2010-09-20",2010,273893,0.667,0.381,3,"D#","D# major",1,"major",4,-7.494,0.0294,0.455,0,0.116,0.199,135.975
39,2012,"jake owen","jake owen","the one that got away","the one that got away",11,1,"Barefoot Blue Jean Night","album","1n2pb9Tsfe4SwAjmUac6YT","7oizkVPKiJYU5CyTjrcVp0","2011-08-26",2011,194173,0.576,0.865,0,"C","C major",1,"major",4,-3.288,0.0407,0.0343,5.32e-05,0.252,0.535,119.913
39,2013,"justin moore","justin moore","point at you","point at you",4,1,"Off The Beaten Path","album","30e8DmahrEamvLbFRPdWmk","2DBYMkDZqs7RU5wgarZ4IV","2013-01-01",2013,180706,0.628,0.827,7,"G","G major",1,"major",4,-5.849,0.0444,0.0147,0,0.157,0.889,116.002
39,2014,"blake shelton featuring gwen sebastian","blake shelton","my eyes","my eyes feat gwen sebastian",6,1,"Based on a True Story...","album","1UTPBmNbXNTittyMJrNkvw","10tKBdLFeCxGXeuKS1d99g","2013-03-26",2013,190213,0.453,0.587,4,"E","E major",1,"major",4,-7.584,0.0406,0.475,0,0.109,0.625,145.334
39,2015,"chris young","chris young","lonely eyes","lonely eyes",3,1,"A.M.","album","4BYxqVkZyFjtik7crYLg5Q","2j79NtwxoWDmkiH4MGwdLq","2013-09-16",2013,217413,0.657,0.674,1,"C#","C# major",1,"major",4,-5.273,0.0319,0.0326,1.88e-05,0.0947,0.336,106.005
39,2016,"keith urban","keith urban","blue aint your color","blue aint your color",7,1,"Ripcord (Australian Tour Edition)","album","0u2FHSq3ln94y5Q57xazwf","6ZOPiKQeibCn7fP8dncucL","2015-05-06",2015,230600,0.69,0.416,7,"G","G major",1,"major",3,-7.865,0.0335,0.617,1.37e-06,0.102,0.479,82.45
39,2017,"kenny chesney","kenny chesney","all the pretty girls","all the pretty girls",2,1,"Cosmic Hallelujah","album","3grHWM9bx2E9vwJCdlRv9O","66pxmg3Jhjm09tHoWR1wVR","2017-04-28",2017,212893,0.612,0.848,6,"F#","F# major",1,"major",4,-3.736,0.0368,0.00916,0,0.366,0.719,120.996
39,2018,"carrie underwood","carrie underwood","cry pretty","cry pretty",1,1,"Cry Pretty","single","4xFUf1FHVy696Q1JQZMTRj","47gqRMoIkFm7Rac86xZVh7","2018-04-11",2018,246466,0.351,0.736,6,"F#","F# major",1,"major",3,-3.318,0.0459,0.00495,0,0.109,0.237,140.299
